frequency,cycle,realIMP,imIMP,label
7.96431,31.0,0.86178,0.11869,1488
0.01999,128.0,1.61407,0.15389,1879
1.65665,246.0,0.95809,0.06629,2362
15986.75913,199.0,0.4468,0.02101,1556
0.01999,8.0,1.02939,0.10253,681
45.80521,150.0,0.58035,0.17873,1002
6111.65386,218.0,0.35227,0.04697,2256
0.01999,36.0,1.30809,0.10049,31
5.49813,160.0,0.55333,0.11255,1772
2149.00618,178.0,0.314,-0.00995,2130
150.88197,32.0,0.5957,0.193,5
0.01999,322.0,1.93782,0.32044,753
0.01999,73.0,1.3696,0.36245,1607
0.13532,277.0,1.36008,0.11161,1001
1983.41416,154.0,0.96606,0.04355,420
3.16683,344.0,1.92782,0.30159,328
287.75464,145.0,0.55309,0.06096,2141
2263.23448,27.0,1.13734,0.0386,1358
10.7489,182.0,0.91458,0.09374,2214
108.74049,221.0,0.69442,0.16406,502
15988.45944,167.0,0.3137,-0.02864,2299
2219.94994,141.0,0.55299,0.03743,2473
0.01999,27.0,0.99811,0.09274,2097
3.75552,84.0,1.17383,0.04097,715
2489.78204,24.0,0.46207,0.0464,1630
2127.48498,207.0,0.46222,0.00436,2204
240.06055,18.0,0.60472,0.10324,1352
69.64867,91.0,0.72501,0.19278,679
781.678,28.0,0.56749,0.06076,610
0.01999,24.0,1.34353,0.21772,48
15978.68546,139.0,0.36106,0.02064,2058
0.01999,89.0,1.72156,0.78158,1204
0.01999,309.0,1.0849,0.23725,735
107.61749,34.0,0.75414,0.23045,0
2265.1393,91.0,0.36804,0.06969,1922
1444.81218,199.0,0.36095,0.11487,794
3455.83686,79.0,0.36493,0.03386,1114
393.61022,179.0,0.91282,0.08392,2398
42.87162,197.0,0.73278,0.14176,2015
388.83997,83.0,0.41214,0.20764,1220
5.17986,17.0,1.57574,0.28669,1864
0.01999,16.0,1.39095,0.20484,639
2313.25783,121.0,0.37885,0.04577,1560
1907.65665,54.0,0.46198,0.08364,2211
0.01999,107.0,1.43947,0.20779,487
3.23452,16.0,0.97571,0.06481,2120
3.2319,89.0,1.31538,0.14044,245
39.29627,44.0,0.57731,0.10538,1877
1974.96758,2.0,0.3765,0.09266,1884
15.4902,229.0,0.9632,0.20937,997
12680.89084,8.0,0.31552,-0.04533,1062
0.01999,78.0,1.10654,0.1283,1223
1.17519,173.0,1.56615,0.23739,1329
22.84218,228.0,0.93904,0.12256,2254
11.53526,61.0,0.7644,0.16171,2222
1169.24487,150.0,0.55722,0.07552,1465
4957.20764,324.0,0.3387,0.06161,597
756.45799,261.0,0.63198,0.11399,290
0.01999,11.0,1.52011,0.17884,827
9.13322,266.0,0.76716,0.07573,2188
0.01999,259.0,1.44134,0.11312,2009
3237.53475,129.0,0.43383,0.08088,124
16136.53714,62.0,0.29969,-0.01625,1167
0.01999,284.0,1.9012,0.48985,1350
3.73938,65.0,1.00908,0.20339,126
0.01999,137.0,1.28645,0.18106,1677
3.94923,106.0,1.03293,0.36942,1469
169.8829,189.0,0.65672,0.21241,1225
2.63495,11.0,1.42045,0.09497,2115
721.41977,27.0,0.58265,0.05312,1645
15837.60991,186.0,0.27711,0.02552,2139
0.01999,38.0,1.61049,0.25145,1169
0.01999,109.0,1.35212,0.35166,961
151.64215,211.0,0.61772,0.08781,2435
0.01999,91.0,1.57428,0.59889,1401
0.01999,116.0,1.59471,0.07736,1023
0.01999,110.0,1.66819,0.46612,1445
6.13501,116.0,1.08589,0.26861,846
0.01999,178.0,0.56346,0.15038,879
10127.9057,101.0,0.33521,0.0107,1869
0.8156,42.0,1.73815,0.83134,1841
132.82989,96.0,0.82689,0.12786,40
1711.57259,185.0,0.37432,0.08211,267
0.01999,22.0,1.41555,0.20807,1747
0.01999,239.0,1.00369,0.27264,2428
0.01999,141.0,0.65684,0.02403,2374
0.01999,157.0,1.47052,0.23682,1794
0.01999,138.0,0.99578,0.11688,2190
0.01999,24.0,1.26256,0.2205,536
198.76933,267.0,0.67977,0.06224,2410
0.01999,246.0,0.93129,0.21023,1232
0.01999,122.0,1.35927,0.03754,1048
843.67848,40.0,0.63291,0.05168,1702
52.18567,181.0,0.74502,0.25103,995
20004.453,93.0,0.28794,-0.0071,872
2570.85008,179.0,0.37499,0.07232,911
0.01999,178.0,1.57771,0.04798,2482
246.98526,60.0,0.50861,0.24858,547
0.01999,12.0,1.4423,0.10419,83
0.01999,227.0,1.59551,0.09368,338
0.01999,218.0,1.10775,0.2281,1658
2055.46231,306.0,0.59045,0.06876,2194
37.41695,9.0,0.79413,0.2254,1703
2208.41444,149.0,0.65814,0.0319,1195
0.01999,24.0,1.10327,0.11142,1164
0.01999,228.0,1.42786,0.12647,2380
0.01999,152.0,1.07827,0.12403,1566
6.4573,9.0,0.99347,0.01009,81
3.02644,248.0,1.94102,0.34692,207
15849.05397,11.0,0.40335,-0.00305,870
89.67927,243.0,0.49238,0.08086,2331
2257.40947,266.0,0.55998,0.06434,467
0.01999,297.0,1.33745,0.29633,316
2113.14821,185.0,0.50186,0.04758,2414
0.01999,197.0,1.85182,0.71365,1565
198.73596,169.0,0.70051,0.15779,399
7.48721,212.0,0.97046,0.05097,1404
16.03694,193.0,0.86604,0.22855,1000
0.01999,79.0,1.49532,0.15648,1461
95.97555,166.0,0.70421,0.21443,1652
19637.29028,134.0,0.49513,-0.03892,1216
0.01999,144.0,1.15297,0.71517,78
90.48261,156.0,0.59164,0.1227,1798
0.01999,5.0,0.93075,0.18369,888
5.01593,137.0,0.75729,0.20609,2137
12895.42042,74.0,0.32811,0.00849,1681
180.09397,141.0,0.68494,0.12814,714
58.71,103.0,0.72746,0.17184,1559
3.76538,18.0,0.72512,0.10057,1745
136.8772,34.0,0.56234,0.14002,136
0.01999,216.0,1.38961,0.45631,1857
364.66817,49.0,1.38914,0.15038,446
0.01999,89.0,1.63622,0.60632,1302
38.14877,45.0,0.86705,0.26389,1247
9.6419,176.0,0.97828,0.03867,1012
6.60202,134.0,1.16807,1.50279,1175
5.49251,109.0,0.69669,0.12987,768
3.85484,267.0,1.48777,0.1978,680
1.85443,202.0,0.97033,0.16301,1087
0.01999,232.0,1.44381,0.21147,1716
2407.68382,108.0,0.49204,0.09184,641
2.16167,147.0,1.04618,0.31118,1985
0.01999,53.0,1.47059,0.22007,620
8035.71345,27.0,0.30803,0.05662,791
2878.14804,271.0,0.4144,0.01984,2419
2211.51278,108.0,0.4857,0.01646,2381
0.01999,128.0,1.12659,0.45149,1811
15.31841,207.0,1.01186,0.15065,134
0.01999,75.0,1.5179,0.15505,0
2103.60592,2.0,0.43433,0.13656,50
151.91636,198.0,0.64575,0.07515,2401
704.88377,197.0,0.53206,0.13468,1679
0.01999,79.0,1.39028,0.3401,1195
963.05152,167.0,0.58528,0.10732,888
10126.77484,16.0,0.2791,-0.0271,1103
9.67395,208.0,0.74346,0.09346,2394
4.03031,113.0,1.02564,0.23015,583
16.68854,104.0,0.5739,0.1639,447
4170.94942,135.0,0.30195,0.0669,1523
53.5947,263.0,0.53271,0.17479,2209
5.65765,303.0,0.75007,0.1681,266
84.16947,45.0,0.58732,0.15851,177
442.47408,92.0,0.59092,0.13575,2245
10.28659,47.0,0.7862,0.17541,974
3192.51437,15.0,0.54568,0.04494,1672
0.01999,133.0,0.97522,0.05812,2374
1640.505,58.0,0.41958,-0.04488,1443
0.01999,327.0,1.18262,0.18557,283
171.58842,56.0,1.98816,0.07122,99
4.0925,268.0,1.15783,0.27063,893
0.01999,35.0,1.09947,0.23266,35
695.04241,342.0,0.57626,0.18183,379
12715.76762,142.0,0.28233,0.02661,2396
27.67424,117.0,0.74723,0.07934,1730
0.01999,136.0,1.18606,0.11561,1906
6.88665,192.0,1.0309,0.29696,539
11.30357,194.0,0.80556,0.17335,562
550.874,75.0,0.54259,0.1162,2076
166.82762,343.0,0.59819,0.24694,391
0.01999,188.0,1.79349,0.51913,541
0.24572,118.0,1.06917,0.39444,1588
20004.453,149.0,0.3294,-0.00299,1881
143.70975,208.0,0.70947,0.09042,547
0.01999,39.0,1.56085,0.13052,1455
4.09923,4.0,1.4898,0.09761,1272
0.01999,305.0,1.46372,1.04812,832
277.27571,149.0,0.51973,0.17658,383
23.51612,138.0,0.77597,0.16083,2358
17.21756,253.0,0.86263,0.07245,1309
0.01999,214.0,1.05072,0.22329,1545
0.01999,126.0,1.27331,0.14269,1834
4478.92044,92.0,0.43128,0.03047,1331
2998.75617,249.0,0.43073,0.07262,2404
1.97285,292.0,1.2235,0.11044,1813
0.01999,36.0,0.96889,0.1115,1816
0.01999,239.0,1.11461,0.03304,1696
0.01999,234.0,1.11366,0.05745,2414
2425.42565,139.0,0.81942,0.04638,2408
11.44622,214.0,1.4222,0.33938,2085
4138.59689,41.0,0.43405,0.10212,983
3.80525,45.0,0.73232,0.16837,2129
2906.16744,105.0,0.31432,0.09373,1337
242.67396,248.0,0.47728,0.10294,2351
0.183,231.0,1.12846,0.07078,1424
20004.453,59.0,0.27082,-0.02865,952
3.23363,47.0,0.95996,0.102,1308
13.85789,4.0,0.96144,0.02639,33
236.04049,17.0,0.56427,0.14264,1653
0.01999,125.0,1.16573,0.1235,2457
0.01999,189.0,0.84678,0.14128,2215
1.18531,177.0,1.03364,0.10562,2147
0.01999,73.0,1.59327,0.11991,887
289.5233,306.0,0.73165,0.1131,2249
31.07189,263.0,0.89914,0.1251,2152
15.03365,26.0,0.97639,0.27104,237
49.39597,10.0,0.91815,0.26091,16
7.44457,9.0,1.23305,0.37589,1631
4.59713,76.0,1.11573,0.10038,1373
258.56876,19.0,0.57793,0.08888,2414
49.17144,176.0,0.84479,0.28432,137
213.55502,70.0,0.76906,0.2183,2106
15903.44116,29.0,0.32545,-0.03348,1185
3462.71944,176.0,0.43545,0.0376,1354
0.01999,22.0,1.76548,0.27762,0
6.13063,306.0,1.03503,0.15802,2137
14.043,1.0,1.33809,0.07534,1697
3913.36048,134.0,0.30182,0.01976,935
0.01999,344.0,1.9179,0.40168,669
1641.94965,113.0,0.40067,0.0581,1825
549.90367,284.0,0.62427,0.1653,2404
33.46896,109.0,0.83759,0.12993,1562
154.65148,8.0,0.51481,0.26005,1506
48.36107,141.0,0.73703,0.15582,49
15759.31721,256.0,0.40571,-0.01025,2426
0.10639,170.0,1.47636,0.92672,1259
6.08344,78.0,0.82636,0.04861,2218
2822.69706,4.0,0.42796,0.02775,74
27.3517,193.0,0.74862,0.17566,454
3.99916,49.0,0.7724,0.25916,26
146.55453,71.0,0.70502,0.25171,130
185.60966,73.0,0.54719,0.23217,66
0.01999,123.0,1.18632,0.16239,525
0.01999,231.0,1.32014,0.72967,2390
17.48566,182.0,0.74668,0.1497,1881
4686.72409,146.0,0.43038,0.05887,1616
9866.68593,25.0,0.37504,-0.00458,1639
1.39433,90.0,1.41726,0.13535,370
0.01999,220.0,1.39556,0.27679,1370
0.01999,59.0,0.88353,0.26954,1162
22.10569,69.0,0.82751,0.13569,2023
0.01999,250.0,1.2973,0.12089,584
6.43238,129.0,0.63233,0.213,1625
0.01999,187.0,1.35236,1.47288,1448
1033.83603,20.0,0.47453,0.10052,1699
4.70598,12.0,0.64873,0.06482,2257
2.14657,82.0,0.99372,0.23404,1408
16.00044,19.0,0.67603,0.27246,1842
13.67862,337.0,1.05858,0.2095,488
1896.87694,171.0,0.60942,0.11699,1900
1.18469,24.0,1.21704,0.17375,1218
16049.67952,64.0,0.43747,-0.01116,480
3.9816,100.0,1.10255,0.07482,2142
2724.98445,20.0,0.45741,0.07387,55
1.16874,283.0,1.55471,0.29356,1263
2745.63384,173.0,0.53308,0.08991,643
0.01999,267.0,1.35223,0.42212,318
9.32614,185.0,0.89721,0.08383,2015
3221.67386,152.0,0.48176,0.01649,1171
0.01999,114.0,1.07514,0.13888,1506
0.01999,238.0,1.44286,0.09353,1065
0.01999,32.0,0.86136,0.04144,749
0.01999,25.0,1.06545,0.1554,577
1205.65601,95.0,0.58655,0.13241,1007
1736.38343,7.0,0.37876,0.06177,1923
406.936,31.0,0.60131,0.07355,776
2596.64427,119.0,0.51874,0.16421,738
0.01999,10.0,1.50983,0.20786,1015
0.01999,45.0,1.15022,0.23836,803
15957.49015,221.0,0.44763,0.03853,2365
188.23156,153.0,0.73338,0.1643,780
10153.37435,5.0,0.32811,0.00897,1678
238.5439,33.0,0.56135,0.06343,2164
10.18421,190.0,0.72696,0.24176,1630
73.86498,17.0,0.77446,0.18185,0
542.87764,263.0,0.58611,0.13496,2359
0.01999,19.0,1.39382,0.23116,1767
0.43168,224.0,1.49162,0.26699,234
397.66421,330.0,2.09419,0.14902,429
0.01999,34.0,1.92886,0.33108,486
1010.84385,8.0,0.50022,0.12906,2163
1315.06716,49.0,0.39293,0.14664,281
12866.86601,110.0,0.27635,-0.04763,1301
0.01999,115.0,1.35251,0.76017,946
6.35573,44.0,0.88437,0.27509,1531
0.01999,192.0,1.77256,0.17956,368
18.37487,110.0,0.72208,0.03343,2196
30.7639,265.0,1.04566,0.20006,2444
2.24054,120.0,0.90051,0.16989,2325
4051.58248,33.0,0.39289,0.08284,1254
346.33997,254.0,0.71881,0.09294,2078
2777.19073,13.0,0.35897,0.04716,859
0.01999,111.0,1.21112,0.97566,1508
15.82319,232.0,1.16906,0.20983,2462
6.44155,338.0,1.1148,0.16966,347
112.93195,133.0,1.12698,-0.03099,2365
4197.24535,117.0,0.47597,0.08696,1375
15678.99425,272.0,0.50845,-0.00844,296
6.62994,192.0,0.86489,0.10611,312
2.45143,147.0,1.13033,0.14011,1184
9.02582,65.0,0.87319,0.04768,2220
16188.94162,21.0,0.30811,-0.07056,23
0.87956,194.0,1.07311,0.2653,1694
35.88264,135.0,0.69377,0.10126,1817
4500.12584,252.0,0.42751,0.02684,2451
0.01999,124.0,0.91907,0.13962,1352
6.88951,87.0,1.10071,0.06077,652
2159.23948,151.0,0.39604,0.11025,1508
1088.95542,56.0,0.51582,0.06556,522
0.01999,6.0,1.14352,0.25538,631
12.59673,306.0,1.0448,0.16065,213
11.19884,67.0,0.78651,0.12514,31
0.01999,267.0,0.61743,0.15714,2425
30.53665,163.0,0.69317,0.06482,2192
22.68542,135.0,1.02031,0.25527,1439
0.01999,126.0,1.46002,0.32436,1069
12579.454,154.0,0.34993,0.06038,862
158.6859,51.0,0.58846,0.05706,2001
298.65677,132.0,0.61051,0.04069,614
0.01999,279.0,2.03702,0.13617,1496
0.01999,105.0,1.10893,0.22389,2121
7836.27105,23.0,0.60779,0.04355,1740
30.01524,260.0,0.6353,0.06042,2127
2006.1387,278.0,0.41778,0.0111,2376
1007.47718,273.0,0.46522,0.10406,353
0.28746,78.0,0.99221,0.23731,560
0.01999,51.0,1.99421,0.47202,1171
0.01999,195.0,1.31597,0.08669,1870
43.88683,39.0,0.64596,0.11189,1156
0.33668,315.0,0.80889,0.24255,2205
2111.11667,1.0,0.41019,0.06687,591
304.61568,19.0,0.49608,0.19084,705
0.01999,34.0,1.35495,0.26704,832
0.01999,35.0,1.65933,0.28591,727
29.40342,120.0,0.74248,0.16017,1583
0.01999,235.0,1.49639,0.15998,268
0.01999,256.0,0.86131,0.30507,483
16287.7181,73.0,0.32831,-0.02399,846
0.01999,109.0,1.25476,0.23552,1226
2387.47023,24.0,0.41336,0.06042,786
7.00632,73.0,1.40571,0.07299,2170
12.00551,163.0,0.92761,0.08419,1814
12732.91152,13.0,0.32136,-0.00845,1303
10.34445,100.0,0.72586,0.14577,531
13.88868,74.0,0.59498,0.14769,1893
2.8373,105.0,0.86922,0.14975,1094
13.32681,51.0,0.76556,0.12575,0
1.38731,97.0,1.13966,0.03102,2362
0.01999,226.0,0.9163,0.15941,483
0.01999,89.0,1.15213,0.16584,1179
15824.82616,97.0,0.31442,-0.04629,2321
3248.45754,223.0,0.44735,0.07264,330
0.71622,70.0,1.3279,0.20243,1773
0.01999,111.0,1.07544,0.10006,2025
155.24811,17.0,0.53933,0.14831,1857
0.01999,135.0,0.65139,0.12437,137
12.25099,30.0,0.99022,0.22012,1195
16398.94387,73.0,0.27742,-0.02005,270
0.01999,113.0,1.46504,0.24922,1414
0.01999,78.0,1.3442,0.20052,475
554.26581,124.0,0.60228,0.09058,638
1126.68425,237.0,0.52974,0.21034,534
562.31426,30.0,0.52264,0.05942,1967
15626.57888,151.0,0.4394,-0.00485,1762
2878.30335,249.0,0.46117,0.05619,2373
0.01999,29.0,1.24379,0.42413,594
4.81429,46.0,0.92587,0.11255,1266
1.57104,91.0,1.41935,0.14228,157
0.01999,236.0,1.09151,0.24578,1256
0.01999,151.0,1.07283,0.23245,782
7910.5991,257.0,0.37223,0.04269,2099
2792.02759,242.0,0.51985,0.09065,2432
68.23955,105.0,0.70482,0.23484,1874
0.01999,65.0,1.32108,0.3673,1100
0.01999,197.0,1.17146,0.04052,2347
1043.28691,199.0,0.55335,0.09664,1506
4.88169,109.0,0.94458,0.17932,1421
31.6144,51.0,0.79589,0.17858,999
25.90414,83.0,0.73945,0.07971,2183
0.01999,77.0,1.14471,0.13675,959
4163.83904,1.0,0.44414,0.0671,1803
0.01999,216.0,1.56425,0.22268,731
1725.30401,185.0,0.50237,0.09347,1286
0.01999,148.0,1.37851,0.14803,641
2.21057,31.0,1.24614,0.27882,931
0.01999,55.0,1.69789,0.07469,1943
20.64529,286.0,0.99095,0.09593,308
0.01999,117.0,1.50161,0.21251,833
423.91819,40.0,0.69709,0.10992,1671
0.01999,138.0,1.54172,0.10095,1288
82.7784,41.0,0.60563,0.09479,1080
0.0526,23.0,1.73354,0.13593,249
0.01999,114.0,1.28215,0.83921,1019
2139.88904,76.0,0.4354,0.08812,1775
0.01999,94.0,0.88471,0.08887,2157
699.75613,32.0,0.59452,0.21473,98
263.70224,55.0,0.63997,0.23637,310
0.01999,49.0,1.39285,0.13933,1377
0.01999,283.0,1.69774,0.1359,2459
10.19894,171.0,0.87074,0.13153,2088
0.01999,205.0,1.0151,0.08557,2428
4.2741,40.0,0.95603,0.19752,2045
37.91129,292.0,0.70019,0.25851,273
467.69835,48.0,0.53125,0.07499,368
4928.85368,133.0,0.30449,0.07037,903
0.01999,230.0,1.24741,0.02,431
81.05012,98.0,0.77024,0.12584,396
0.01999,27.0,1.25915,0.25283,1554
271.82452,177.0,0.57914,0.17722,2438
815.44375,19.0,0.40361,0.13626,1402
0.01999,160.0,1.1378,0.05258,1376
0.01999,241.0,1.29251,0.38454,968
3.13999,288.0,1.64898,0.73451,2353
0.01999,36.0,1.37907,0.14109,1720
0.01999,254.0,1.23748,0.43496,902
0.01999,272.0,1.39761,0.92925,464
53.97311,16.0,0.81447,0.10365,1705
1.84397,48.0,0.9305,0.08891,2142
0.01999,253.0,1.09132,0.0771,1463
3310.15131,42.0,0.43429,0.01936,2264
2273.82998,200.0,0.45492,0.13128,762
0.01999,296.0,1.50913,0.56989,1491
0.01999,220.0,1.68948,0.11114,240
7.30896,85.0,0.91365,0.0792,2146
1.76501,254.0,0.96938,0.0665,2340
1460.86419,280.0,0.43454,0.12216,779
9955.62169,109.0,0.37632,-0.05603,2017
0.89467,242.0,1.13791,0.41606,327
2195.7363,272.0,0.36975,0.05483,2206
4451.48767,49.0,0.37316,0.0628,961
0.01999,114.0,0.91306,0.31776,1890
0.01999,199.0,1.36988,0.16669,1757
0.01999,126.0,1.14319,0.11225,2367
2.72106,92.0,1.12666,0.24673,779
4265.7168,154.0,0.392,0.03816,1176
0.01999,150.0,1.56382,0.09224,1097
0.01999,187.0,1.4097,0.21387,1652
0.01999,235.0,0.84596,0.18925,1667
0.01999,105.0,1.01903,0.52682,1876
224.63882,17.0,0.57006,0.09038,1675
131.98535,48.0,0.64114,0.27786,1770
0.01999,167.0,1.04048,0.18854,983
0.01999,324.0,1.98012,0.14012,1078
0.01999,199.0,1.36346,0.17927,606
0.01999,7.0,1.45545,0.11511,982
8117.62777,243.0,0.35407,0.00745,493
0.25332,111.0,1.32874,0.62309,148
1.43767,262.0,1.24844,0.97987,612
0.01999,78.0,0.71069,0.0748,2230
9.34238,5.0,0.95864,0.28099,946
2.37729,14.0,0.72694,0.14957,11
0.01999,209.0,1.08617,0.17555,1051
0.01999,142.0,1.10897,0.00813,2452
166.61142,179.0,0.76057,0.23536,685
0.01999,286.0,1.73117,0.56133,1168
0.01999,220.0,1.84584,0.27332,608
241.80564,226.0,0.67416,0.09044,2391
37.23054,192.0,0.83466,0.1572,195
4.57062,219.0,1.33678,0.215,1257
2.51297,277.0,1.16747,0.05675,2411
27.34127,229.0,0.81606,0.07987,2070
12609.25781,269.0,0.35677,-0.00277,1348
418.19509,187.0,0.46217,0.20966,159
0.01999,37.0,0.86923,0.09452,2078
24.67251,116.0,0.83607,0.12178,2231
761.98284,162.0,0.60852,0.12681,795
20004.453,23.0,0.3302,-0.0143,238
3406.31291,103.0,0.46169,0.06084,1654
12416.51517,87.0,0.36077,-0.01752,1470
0.01999,219.0,1.10912,0.08175,2440
0.01999,8.0,0.92556,0.08285,2211
12784.69719,5.0,0.34905,0.0064,925
16052.3308,182.0,0.48684,0.01286,2478
3697.67375,188.0,0.38078,0.04053,2336
2939.50179,83.0,0.37329,0.05738,1696
22.85385,174.0,1.13298,0.28231,2160
43.19609,190.0,0.80158,0.27158,1651
0.01999,123.0,1.64284,0.10722,874
1.49852,24.0,1.27526,0.18274,1736
0.01999,267.0,1.45453,0.2521,1384
6.91072,20.0,0.79333,0.03816,1714
0.01999,127.0,1.06603,0.21653,1762
193.46912,107.0,0.52402,0.10667,146
4.82028,34.0,1.37,0.0767,1460
0.01999,321.0,1.90531,0.37915,502
26.63204,146.0,0.7215,0.07735,2062
2957.92384,81.0,0.35155,0.07355,698
1689.78062,84.0,0.37816,0.04291,2397
16.60456,140.0,0.85409,0.01898,393
15.65811,114.0,0.63961,0.06652,1751
0.01999,136.0,1.09152,0.14502,533
388.84779,1.0,0.47518,0.14848,1503
6.83586,75.0,1.27278,0.11157,1478
2899.18633,13.0,0.40526,0.06061,982
0.01999,7.0,1.23522,0.12797,417
0.01999,31.0,0.98214,0.07844,1750
365.77089,181.0,0.77237,0.19627,2001
4228.97336,9.0,0.38916,0.0881,959
0.3925,71.0,1.7507,0.05687,1144
5.43084,43.0,1.68364,0.35262,864
0.01999,39.0,1.05098,0.16324,1411
0.01999,135.0,1.58513,0.11823,1853
2348.43087,98.0,0.52142,0.04404,1226
27.27577,132.0,0.79415,0.1007,2141
137.22448,109.0,0.73566,0.17358,2052
4.22149,33.0,1.01931,0.13672,643
19815.06487,20.0,0.46671,-0.01728,871
6.27217,62.0,0.91772,0.0702,2151
1.38881,247.0,1.27469,0.05826,2459
13.80671,61.0,0.73139,0.15876,1110
16024.18686,180.0,0.64355,0.03327,2271
0.87034,58.0,1.05028,0.14305,1306
3146.88848,4.0,0.39881,0.04696,1955
8.97718,94.0,1.81967,0.3005,1534
7889.45954,207.0,0.34313,0.03508,1784
47.93096,231.0,0.72725,0.19165,1645
6.76157,124.0,1.12161,0.19125,1377
7717.41914,257.0,0.61036,0.0164,2392
6211.72899,100.0,0.34181,0.04676,1905
14.83779,98.0,0.72561,0.17399,63
16014.89033,174.0,0.32637,0.00337,1948
0.01999,279.0,0.96186,1.52657,1073
126.32631,181.0,0.84282,0.19269,890
18.43967,179.0,1.01319,0.25515,74
87.15345,24.0,0.89996,0.15574,1416
39.60585,43.0,0.75873,0.26575,1535
2460.06642,215.0,0.42461,0.03859,2223
0.01999,271.0,1.6974,0.12411,382
706.10577,41.0,0.55366,0.07781,1914
0.01999,59.0,1.41836,0.12712,2194
197.26875,184.0,0.60468,0.17317,2180
260.77549,160.0,0.53901,0.13977,281
419.42087,94.0,0.5307,0.17375,722
3.19761,4.0,1.17684,0.17852,945
16089.52876,91.0,0.42196,-0.03211,1726
59.27771,87.0,0.67861,0.52377,890
0.01999,114.0,1.15629,0.16121,1731
3.23814,225.0,1.211,0.00984,297
157.92115,72.0,0.60109,0.07696,2027
0.01999,125.0,1.44791,0.56805,456
3.13968,69.0,1.33413,0.19231,1482
0.46428,282.0,1.19072,0.05011,1234
12569.04863,72.0,0.3071,-0.00641,1223
16365.37402,228.0,0.49965,0.03937,2060
10.12801,95.0,0.77537,0.0687,364
106.45758,135.0,0.78779,0.09219,1764
32.96567,39.0,0.98152,0.26705,416
9.80508,195.0,0.86391,0.30531,2146
6589.16767,105.0,0.38459,0.12721,897
2.50099,50.0,1.02016,0.05093,0
1.18468,94.0,0.97392,0.24184,1452
0.01999,183.0,0.69109,0.08299,2125
17.10756,110.0,1.18462,0.04815,95
0.01999,53.0,1.15477,0.33387,1574
15994.64252,280.0,0.28506,-0.05429,2370
136.184,274.0,0.52605,0.14514,294
40.28537,24.0,0.51446,0.12237,475
0.01999,8.0,1.02617,0.10125,1820
5.52082,80.0,1.08921,0.09938,809
0.01999,19.0,1.26903,0.21262,963
3354.2045,29.0,0.47515,0.0952,911
9895.32831,76.0,0.60307,0.16263,1327
4.02152,245.0,0.89963,0.26431,1163
0.01999,39.0,0.60964,0.08261,70
9741.13018,148.0,0.40333,-0.02286,2408
12.56415,62.0,1.63928,0.19016,1422
978.34052,195.0,0.52327,0.04589,1240
0.01999,350.0,2.09944,0.27696,348
12450.43248,115.0,1.35385,0.05175,598
19950.42821,35.0,0.33482,0.00182,1086
2.58902,160.0,1.27686,0.25668,1334
51.79583,263.0,0.66008,0.09142,2453
0.78908,86.0,1.09809,0.23242,1122
0.01999,21.0,1.51373,0.1524,1689
0.01999,74.0,0.99641,0.22376,1324
16103.0239,220.0,0.25202,0.01102,2427
1.37749,52.0,0.63879,0.23262,792
69.44362,36.0,0.70934,0.28506,148
2.27249,153.0,1.35664,0.0555,554
168.95174,190.0,0.51352,0.22702,1157
200.71476,338.0,0.60713,0.14342,276
0.645,160.0,1.33598,0.08968,1283
220.81019,113.0,0.6505,0.14067,2082
0.01999,231.0,1.74739,-0.25608,2449
0.01999,155.0,0.95568,0.28399,956
15797.10546,136.0,0.38335,-0.0103,1002
0.01999,282.0,1.3655,0.12142,652
2402.75425,225.0,0.44588,0.0324,413
9793.78766,54.0,0.50664,0.06459,1356
0.01999,163.0,0.99002,0.08097,1004
6202.80372,55.0,0.36998,0.02262,932
244.45645,350.0,0.57549,0.09253,520
1098.41826,30.0,0.61806,0.08222,855
0.01999,87.0,1.06366,0.15249,640
2.89125,67.0,1.311,0.06128,158
2544.64682,101.0,0.55687,0.13979,399
0.01999,223.0,1.61908,0.18393,1784
7874.50122,219.0,0.43556,-0.04786,2104
332.69412,187.0,0.68141,0.18662,34
31.02974,131.0,0.79628,0.15906,38
20.93737,87.0,0.75714,0.25492,1666
0.01999,233.0,1.07484,0.35401,1341
1.90474,94.0,1.02984,0.28505,1460
3.903,122.0,0.94039,0.10818,2098
3085.0248,3.0,0.42713,0.08628,1079
1273.53539,21.0,0.38841,0.07262,1280
3.09884,218.0,1.06221,0.25423,961
12529.36135,110.0,0.38138,-0.05491,200
0.01999,87.0,1.16347,0.47513,1216
3662.28085,6.0,0.49116,0.04241,1661
6.38606,216.0,1.024,0.34626,1121
2177.22972,181.0,0.42206,0.08561,286
58.27983,44.0,0.74129,0.11988,1886
0.01999,139.0,0.79465,0.0556,2169
0.01999,186.0,1.37392,0.11497,364
704.40697,115.0,0.50503,0.06713,78
29.01954,65.0,0.72987,0.23763,1715
7.12865,168.0,0.94971,0.2818,677
0.48748,135.0,0.86316,0.28597,957
6.56999,63.0,1.27893,0.15285,1474
0.01999,102.0,1.48026,0.25121,1066
1157.0679,30.0,0.57143,0.07342,2264
3788.93931,96.0,0.37096,0.00367,787
2.43709,184.0,1.25206,0.15977,944
12386.61487,18.0,0.40508,-0.04659,1899
0.01999,124.0,1.23917,0.10922,1612
0.01999,37.0,1.0852,0.08739,1229
164.4785,107.0,0.71236,0.21324,23
24.55871,278.0,0.81486,0.12963,2205
